ProductName,Capacity (Total),ModuleNum,MemType,MemSpeed
Kingston ValueRam 64GB DDR3-1866 CL13 ECC Registered quad kit,64 GB,4 x,DDR3,1866 MHz
G.Skill Trident Z Black/Orange 16GB DDR4-3200 CL14 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill Aegis 32GB DDR4-2400 CL15 quad kit,32 GB,4 x,DDR4,2400 MHz
OCZ Gold XTC 4GB DDR3-1600 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V 32GB DDR4-3200 CL16 quad kit,32 GB,4 x,DDR4,3200 MHz
Geil Super Hero White 8GB DDR4-3000 CL16 kit,8 GB,2 x,DDR4,3000 MHz
G.Skill Trident Z 64GB DDR4-3400 CL16 quad kit,64 GB,4 x,DDR4,3400 MHz
Kingston HyperX 16GB DDR3-2000 CL9 XMP quad kit,16 GB,4 x,DDR3,2000 MHz
G.Skill TridentZ 32GB DDR4-3000 CL14 kit,32 GB,2 x,DDR4,3000 MHz
G.Skill Ripjaws IV Blue 32GB DDR4-2800 CL15 quad kit,32 GB,4 x,DDR4,2800 MHz
Kingston HyperX Beast 32GB DDR3-2400 CL11 quad kit,32 GB,4 x,DDR3,2400 MHz
Kingston HyperX T1 8GB DDR3-2000 CL9 quad-kit,8 GB,4 x,DDR3,2000 MHz
G.Skill Ripjaws V Black 64GB DDR4-3000 CL14 quad kit,64 GB,4 x,DDR4,3000 MHz
Adata XPG 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
Crucial 24GB DDR3L-1600 CL11 VLP Triple kit,24 GB,3 x,DDR3,1600 MHz
Crucial Ballistix Sport LT Grey 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
Geil Evo Two 16GB DDR3-1866 CL9 quad kit,16 GB,4 x,DDR3,1866 MHz
Team Xtreem Series White 16GB DDR3-2666 CL11 kit,16 GB,2 x,DDR3,2666 MHz
Adata XPG Z1 16GB DDR4-2800 CL17 kit,16 GB,2 x,DDR4,2800 MHz
G.Skill TridentX 8GB DDR3-2800 CL12 kit,8 GB,2 x,DDR3,2800 MHz
Geil White Dragon 16GB DDR4-3000 CL13 kit,16 GB,2 x,DDR4,3000 MHz
Kingston HyperX Savage 16GB DDR3-1866MHz CL9 kit,16 GB,2 x,DDR3,1866 MHz
G.Skill Aegis 16GB DDR4-2133 CL15 kit,16 GB,2 x,DDR4,2133 MHz
Corsair Vengeance LPX Black 16GB DDR4-3300 CL16 quad kit,16 GB,4 x,DDR4,3300 MHz
Crucial Ballistix Elite 8GB DDR4-3200 CL16 kit,8 GB,2 x,DDR4,3200 MHz
Kingston HyperX Predator 32GB DDR4-2800 CL14 quad kit,32 GB,4 x,DDR4,2800 MHz
Corsair Vengeance LPX Red 8GB DDR4-2666 CL16 kit,8 GB,2 x,DDR4,2666 MHz
Geil Green Series 4GB DDR3-1066 CL8 kit,4 GB,2 x,DDR3,1066 MHz
Team Zeus Series Gold 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
G.Skill Trident Z Black/White 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Crucial 16GB DDR4-2133 CL15 VLP ECC Registered kit,16 GB,2 x,DDR4,2133 MHz
Corsair ValueSelect 4GB DDR2-667 kit,4 GB,2 x,DDR2,667 MHz
G.Skill PQ Series 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Ripjaws IV Black 16GB DDR4-2400 CL15 quad kit,16 GB,4 x,DDR4,2400 MHz
G.Skill Trident Z Black/White 16GB DDR4-3600 CL17 kit,16 GB,2 x,DDR4,3600 MHz
Corsair Vengeance Black White LED 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
G.Skill 8GB DDR2-800 CL5 quad kit,8 GB,4 x,DDR2,800 MHz
G.Skill Ripjaws V Red 64GB DDR4-3000 CL14 quad kit,64 GB,4 x,DDR4,3000 MHz
G.Skill TridentX 16GB DDR3-2400 CL10 kit,16 GB,2 x,DDR3,2400 MHz
Adata 8GB DDR4-2133 CL15 kit,8 GB,2 x,DDR4,2133 MHz
OCZ 4GB DDR3-1600 Intel i7 Triple Channel Rev.2,4 GB,3 x,DDR3,1600 MHz
Geil 16 GB DDR4-2133 kit,16 GB,2 x,DDR4,2133 MHz
Geil Black Dragon 8GB DDR3-1333 quad kit,8 GB,4 x,DDR3,1333 MHz
G.Skill NT 16GB DDR4-2133 CL15 quad kit,16 GB,4 x,DDR4,2133 MHz
Corsair Vengeance LPX Red 16GB DDR4-2400 CL14 kit,16 GB,2 x,DDR4,2400 MHz
Geil Value Plus 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,133 MHz
Corsair Dominator GT 8GB DDR3-1866 CL9 quad kit,8 GB,4 x,DDR3,1866 MHz
Geil Black Dragon 6GB DDR3-1066 CL7 triple kit,6 GB,3 x,DDR3,1066 MHz
OCZ Platinum 4GB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,2000 MHz
Corsair Vengeance Pro Blue 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws IV Black 16GB DDR4-3333 CL16 quad kit,16 GB,4 x,DDR4,3333 MHz
Geil Evo Leggera 16GB DDR3-1600 CL11 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill RipjawsZ 64GB DDR3-2133 CL10 octo kit,64 GB,8 x,DDR3,2133 MHz
Team Zeus Series Blue 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 16GB DDR3-1066 CL7 Registered ECC kit,16 GB,2 x,DDR3,1066 MHz
G.Skill RipjawsZ 64GB DDR3-1600 CL10 octo kit,64 GB,8 x,DDR3,1600 MHz
Geil Evo Leggera 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
Corsair Vengeance LPX Blue 16GB DDR4-3000 CL15 quad kit,16 GB,4 x,DDR4,3000 MHz
Corsair Vengeance 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo Veloce White 8GB DDR3-2800 CL11-13 kit,8 GB,2 x,DDR3,2800 MHz
Kingston ValueRam 4GB DDR2-533 CL5 ECC kit,4 GB,2 x,DDR2,533 MHz
Team Vulcan Series Red 32GB DDR4-3000 CL16 quad kit,32 GB,4 x,DDR4,3000 MHz
Corsair Vengeance Blue 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Team Xtreem 8GB DDR3-2800 CL12 kit,8 GB,2 x,DDR3,2800 MHz
Corsair Vengeance Pro Red 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
G.Skill Trident Z Black/Silver 64GB DDR4-3200 CL16 octo kit,64 GB,8 x,DDR4,3200 MHz
Corsair Vengeance LPX Black 8GB DDR4-3733 CL17 kit,8 GB,2 x,DDR4,3733 MHz
Kingston HyperX Fury Black 16GB DDR3-1333 CL9 kit,16 GB,2 x,DDR3,1333 MHz
G.Skill Ripjaws IV 16GB DDR4-2400 CL15 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill RipjawsX 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Adata XPG Series 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Kingston HyperX Blu 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
G.Skill Ripjaws V Red 32GB DDR4-3000 CL14 kit,32 GB,2 x,DDR4,3000 MHz
Crucial 12GB DDR3-1866 CL13 VLP ECC Registered Triple kit,12 GB,3 x,DDR3,1866 MHz
Crucial Ballistix Sport 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Kingston HyperX Red 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Geil Enhance Corsa 32GB DDR3-1600 CL10 quad kit,32 GB,4 x,DDR3,1600 MHz
Corsair XMS3 8GB DDR3-2000 CL9 kit,8 GB,2 x,DDR3,2000 MHz
Kingston ValueRam 32GB DDR3-1333 CL9 quad kit,32 GB,4 x,DDR3,1333 MHz
G.Skill Ripjaws IV Red 32GB DDR4-2133 CL15 quad kit,32 GB,4 x,DDR4,2133 MHz
Geil Black Dragon 8GB DDR3-2133 CL9 quad kit,8 GB,4 x,DDR3,2133 MHz
Crucial 8GB DDR3-1866 CL13 kit,8 GB,2 x,DDR3,1866 MHz
Geil Evo Veloce Red 16GB DDR3-2666 CL11 quad kit,16 GB,4 x,DDR3,2666 MHz
Corsair Vengeance LPX Red 64GB DDR4-2133 CL13 quad kit,64 GB,4 x,DDR4,2133 MHz
Corsair Vengeance 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Corsair Dominator Platinum 8GB DDR4-3000 CL15 kit,8 GB,2 x,DDR4,3000 MHz
Crucial 8GB DDR4-2133 CL15 ECC Registered kit,8 GB,2 x,DDR4,2133 MHz
Kingston ValueRam 12GB DDR3-1333 CL9 triple kit,12 GB,3 x,DDR3,1333 MHz
Geil Dragon 32GB DDR4-2800 CL14 quad kit,32 GB,4 x,DDR4,2800 MHz
Geil Evo Veloce Red 8GB DDR3-2800 CL11-14 kit,8 GB,2 x,DDR3,2800 MHz
OCZ Reaper HPC 4GB DDR3-2000 LV CL9 kit,4 GB,2 x,DDR3,2000 MHz
Corsair Vengeance LPX Red 8GB DDR4-3200 CL16 kit,8 GB,2 x,DDR4,3200 MHz
G.Skill Trident Z 32GB DDR4-3000 CL15 kit,32 GB,2 x,DDR4,3000 MHz
Corsair Dominator Platinum 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Corsair Dominator Platinum 64GB DDR4-3200 CL16 octo kit + Fan,64 GB,8 x,DDR4,3200 MHz
Corsair Vengeance LPX Blue 16GB DDR4-2133 CL13 quad kit,16 GB,4 x,DDR4,2133 MHz
Geil Enhance Corsa 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Geil 4GB DDR3-1333 CL7 kit,4 GB,2 x,DDR3,1333 MHz
Team Vulcan Series White 16GB DDR4-3000 CL16 kit,16 GB,2 x,DDR4,3000 MHz
Corsair Vengeance LED Blue 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
Corsair Vengeance Pro Silver 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Kingston HyperX Red 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Geil Evo Potenza 32GB DDR4-2400 CL15 quad kit,32 GB,4 x,DDR4,2400 MHz
Geil EVO ONE 4GB DDR2-800 CL4 quad kit,4 GB,4 x,DDR2,800 MHz
Geil Enhance Plus 4GB DDR3-1750 CL9 kit,4 GB,2 x,DDR3,1750 MHz
Corsair XMS3 4GB DDR3-2000 CL9 kit,4 GB,2 x,DDR3,2000 MHz
Corsair Vengeance 16GB DDR3-1600 CL10 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill RipjawsZ 32GB DDR3-2133 CL11 quad kit,32 GB,4 x,DDR3,2133 MHz
Kingston HyperX Genesis 32GB DDR3-1600 CL9 octo kit,32 GB,8 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-2400 CL16 kit,32 GB,2 x,DDR4,2400 MHz
OCZ Value 4GB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill RipjawsZ 64GB DDR3-2133 CL11 octo kit,64 GB,8 x,DDR3,2133 MHz
Crucial Ballistix Tracer Red 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
Corsair Dominator Platinum 16GB DDR4-2400 CL10 quad kit,16 GB,4 x,DDR4,2400 MHz
Crucial 24GB DDR3-1333 CL9 triple kit,24 GB,3 x,DDR3,1333 MHz
Corsair Vengeance LPX 16GB DDR4-2666 CL16 quad kit,16 GB,4 x,DDR4,2666 MHz
G.Skill RipjawsX 32GB DDR3-2400 CL11 quad kit,32 GB,4 x,DDR3,2400 MHz
Kingston ValueRam 12GB DDR3-1333 CL9 ECC Registered triple kit (sensor),12 GB,3 x,DDR3,1333 MHz
Crucial Ballistix Tracer 4GB DDR3-1600 CL8 kit (black),4 GB,2 x,DDR3,1600 MHz
Kingston HyperX 8GB DDR3-1333 CL7 kit,8 GB,2 x,DDR3,1333 MHz
G.Skill Ripjaws IV Black 64GB DDR4-2800 CL15 octo kit,64 GB,8 x,DDR4,2800 MHz
Crucial Ballistix Sport 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
G.Skill TridentZ 16GB DDR4-3200 CL14 kit,16 GB,2 x,DDR4,3200 MHz
G.Skill Ripjaws V Black 32GB DDR4-3000 CL14 kit,32 GB,2 x,DDR4,3000 MHz
Geil Evo Potenza 16GB DDR4-2400 CL15 quad kit,16 GB,4 x,DDR4,2400 MHz
Kingston HyperX Anniversary 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
Geil Evo Forza Black/Yellow 32GB DDR4-2400 CL16 kit,32 GB,2 x,DDR4,2400 MHz
G.Skill Aegis 64GB DDR4-2133 CL15 quad kit,64 GB,4 x,DDR4,2133 MHz
Corsair Vengeance 32GB DDR3-2133 CL10 quad kit,32 GB,4 x,DDR3,2133 MHz
Kingston ValueRam 8GB DDR4-2133 CL15 ECC kit,8 GB,2 x,DDR4,2133 MHz
G.Skill 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX 4GB DDR3-1375 CL9 kit,4 GB,2 x,DDR3,1375 MHz
Corsair Vengeance 16GB DDR3-1600 CL8 LP quad kit,16 GB,4 x,DDR3,1600 MHz
Kingston ValueRam 4GB DDR2-800 CL5 kit,4 GB,2 x,DDR2,800 MHz
OCZ Platinum 4GB DDR3-2133 LV CL9 kit,4 GB,2 x,DDR3,2133 MHz
Corsair Vengeance Pro Red 32GB DDR3-1600 CL9 quad kit,32 GB,4 x,DDR3,1600 MHz
Crucial 16GB DDR3L-1066 CL7 ECC Registered kit,16 GB,2 x,DDR3,1066 MHz
Geil Evo Veloce 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
G.Skill Ripjaws V 16GB DDR4-3400 CL16 kit,16 GB,2 x,DDR4,3400 MHz
Adata XPG V3 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Corsair Vengeance LPX Black 32GB DDR4-2666 CL12 quad kit,32 GB,4 x,DDR4,2666 MHz
Crucial 16GB DDR3-1866 CL13 kit,16 GB,2 x,DDR3,1866 MHz
Corsair Dominator 16GB DDR3-1600 CL7 quad kit,16 GB,4 x,DDR3,1600 MHz
Corsair Vengeance LPX 8GB Black DDR4-3200MHz CL16 kit,8 GB,2 x,DDR4,3200 MHz
G.Skill Trident Z Black/Yellow 16GB DDR4-3200 CL16 kit,16 GB,2 x,DDR4,3200 MHz
Crucial 24GB DDR3-1866 CL13 ECC Registered Triple kit,24 GB,3 x,DDR3,1866 MHz
Corsair Dominator GT 4GB DDR3-2133 CL9 XMP kit,4 GB,2 x,DDR3,2133 MHz
Kingston HyperX WC 4GB DDR3-2133 CL10 kit,4 GB,2 x,DDR3,2133 MHz
Corsair Vengeance Pro Red 16GB DDR3-2133 CL9 kit,16 GB,2 x,DDR3,2133 MHz
Geil Evo Veloce Red 32GB DDR3-2666 CL11 quad kit,32 GB,4 x,DDR3,2666 MHz
Kingston HyperX Genesis Grey 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
OCZ Gold AMD 4GB DDR3-1333 CL9 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Vengeance 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Kingston HyperX Grey 16GB DDR3-1600 CL9 quad kit,16 GB,4 x,DDR3,1600 MHz
Kingston ValueRam 128GB DDR4-2400 CL17 ECC quad kit,128 GB,4 x,DDR4,2400 MHz
Geil Dragon 16GB DDR4-3000 CL15 quad kit,16 GB,4 x,DDR4,3000 MHz
Kingston HyperX Fury Red 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Geil Evo Corsa 32GB DDR3-1866 CL9 quad kit,32 GB,4 x,DDR3,1866 MHz
Geil Evo Potenza Onyx Black 8GB DDR3-2133 CL11 kit,8 GB,2 x,DDR3,2133 MHz
OCZ Reaper HPC 4GB DDR3-1600 LV CL7 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws IV Red 16GB DDR4-3300 CL16 quad kit,16 GB,4 x,DDR4,3300 MHz
Corsair Dominator GT 8GB DDR3-1333 CL9 kit,8 GB,2 x,DDR3,1333 MHz
Corsair Twin3X 4GB DDR3-1333 CL9 DHX kit,4 GB,2 x,DDR3,1333 MHz
Corsair Dominator GT 12GB DDR3-1866 CL9 hexa kit,12 GB,6 x,DDR3,1866 MHz
Corsair Dominator DHX+ 12GB DDR3-1600 CL9 triple kit,12 GB,3 x,DDR3,1600 MHz
G.Skill TDS 4GB DDR3-2500 CL11 kit,4 GB,2 x,DDR3,2500 MHz
Geil Enhance Corsa 32GB DDR3-1600 CL9 quad kit,32 GB,4 x,DDR3,1600 MHz
Crucial 16GB DDR4-2400 CL17 ECC Registered quad kit,16 GB,4 x,DDR4,2400 MHz
Corsair Dominator 8GB DDR3-1600 CL8 kit,8 GB,2 x,DDR3,1600 MHz
Crucial Ballistix Sport 6GB DDR3-1600 CL10 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX 6GB DDR3-2000 CL9 Intel XMP Tall HS triple kit,6 GB,3 x,DDR3,2000 MHz
G.Skill Ripjaws IV Black 16GB GDDR4-2800 CL16 quad kit,16 GB,4 x,DDR4,2800 MHz
Corsair Dominator Platinum 32GB DDR4-2400 CL10 quad kit,32 GB,4 x,DDR4,2400 MHz
G.Skill RipjawsX 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Vengeance Black/Red LED 16GB DDR4-2666 CL16 kit,16 GB,2 x,DDR4,2666 MHz
G.Skill RipjawsX 16GB DDR3-2133 CL10 kit,16 GB,2 x,DDR3,2133 MHz
Kingston ValueRam 16GB DDR3-1866 CL13 ECC Registered quad kit,16 GB,4 x,DDR3,1866 MHz
G.Skill RipjawsZ 16GB DDR3-1866 CL9 quad kit,16 GB,4 x,DDR3,1866 MHz
Corsair Vengeance Black/Blue LED 64GB DDR4-3000 CL15 quad kit,64 GB,4 x,DDR4,3000 MHz
G.Skill Ripjaws 12GB DDR3-1600 CL7 triple kit,12 GB,3 x,DDR3,1600 MHz
Geil Dragon 8GB DDR4-2800 CL14 kit,8 GB,2 x,DDR4,2800 MHz
Geil Ultra Plus 4GB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
Corsair Vengeance Pro Red 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Kingston HyperX Predator 16GB DDR3-1866 CL9 kit,16 GB,2 x,DDR3,1866 MHz
Geil Evo Potenza Onyx Black 8GB DDR3-1600 CL9 kit,8 GB,2 x,DDR3,1600 MHz
OCZ Gold XTC 8GB DDR2-800 CL5 quad kit,8 GB,4 x,DDR2,800 MHz
Corsair Dominator 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
Geil Evo Veloce 16GB DDR3-2133 CL11 kit,16 GB,2 x,DDR3,2133 MHz
OCZ Gold 12GB DDR3-1333 LV CL9 triple kit,12 GB,3 x,DDR3,1333 MHz
G.Skill Ripjaws V 64GB DDR4-3200 CL14 octo kit,64 GB,8 x,DDR4,3200 MHz
Geil Super Luce Black/White 8GB DDR4-3000 CL16 kit,8 GB,2 x,DDR4,3000 MHz
Crucial 64GB DDR4-2133 CL15 ECC quad kit,64 GB,4 x,DDR4,2133 MHz
Kingston HyperX 4GB DDR3-1866 CL11 kit,4 GB,2 x,DDR3,1866 MHz
G.Skill Ripjaws IVGB DDR3-1600 CL7 kit,4 GB,2 x,DDR3,1600 MHz
Kingston ValueRam 12GB DDR3-1600 CL11 ECC triple kit,12 GB,3 x,DDR3,1600 MHz
Kingston ValueRam 8GB DDR2-533 CL4 ECC kit,8 GB,2 x,DDR2,533 MHz
Kingston HyperX Genesis Overclockers.uk Edition Red 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Geil Ultra 8GB DDR3-2200 CL9 quad kit,8 GB,4 x,DDR3,2200 MHz
Corsair Vengeance LPX Red 32GB DDR4-3466 CL16 quad kit,32 GB,4 x,DDR4,3466 MHz
G.Skill PIS 4GB DDR3-2200 CL7 kit,4 GB,2 x,DDR3,2200 MHz
Kingston HyperX Predator 64GB DDR4-3000 CL16 quad kit,64 GB,4 x,DDR4,3000 MHz
Geil Evo Potenza Black Series 8GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
Corsair Vengeance LPX Black 32GB DDR4-2666 CL16 kit,32 GB,2 x,DDR4,2666 MHz
Geil Value Plus 6GB DDR3-1333 CL7 triple kit,6 GB,3 x,DDR3,1333 MHz
Corsair Vengeance Pro Gold 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws 8GB DDR3-1600 CL7 kit,8 GB,2 x,DDR3,1600 MHz
G.Skill Ripjaws V Black 16GB DDR4-3600 quad kit,16 GB,4 x,DDR4,3600 MHz
Corsair Vengeance Blue 4GB DDR3-1600 LP CL9 kit,4 GB,2 x,DDR3,1600 MHz
Geil 8GB DDR3-1600 quad kit,8 GB,4 x,DDR3,1600 MHz
Kingston HyperX Genesis 8GB DDR3-1866 CL9 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Twin2X Dominator 4GB DDR2-1066 CL5 DHX kit,4 GB,2 x,DDR2,1066 MHz
Corsair Vengeance LPX Red 16GB DDR4-3466 CL16 quad kit,16 GB,4 x,DDR4,3466 MHz
Adata XPG V3 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
Corsair Vengeance Black/Red LED 64GB DDR4-3200 CL16 quad kit,64 GB,4 x,DDR4,3200 MHz
Corsair Vengeance LPX Red 16GB DDR4-3200 CL15 quad kit,16 GB,4 x,DDR4,3200 MHz
G.Skill Trident Z 32GB DDR4-3400 CL16 quad kit,32 GB,4 x,DDR4,3400 MHz
Geil Black Dragon Quad 4GB DDR2-800 CL5 kit,4 GB,4 x,DDR2,800 MHz
G.Skill Ripjaws V 16GB DDR4-2800 CL15 qaud kit,16 GB,2 x,DDR4,2800 MHz
OCZ XTE Platinum LV 4GB DDR3-2000 CL7 kit,6 GB,2 x,DDR3,2000 MHz
Geil Dragon 32GB DDR4-3000 CL15 quad kit,32 GB,4 x,DDR4,3000 MHz
Kingston ValueRam 8GB DDR3-1333 CL9 LV ECC Registered kit,8 GB,2 x,DDR3,1333 MHz
OCZ Blade 2 Series 4GB DDR3-2133 CL8 kit,4 GB,2 x,DDR3,2133 MHz
Geil Evo Forza 16GB DDR4-2400 CL16 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill Aegis 8GB DDR4-2400 CL15 kit,8 GB,2 x,DDR4,2400 MHz
Crucial 12GB DDR3-1600 CL11 ECC Triple kit,12 GB,3 x,DDR3,1600 MHz
Crucial Ballistix Tactical 16GB DD4-2666 CL16 quad kit,16 GB,4 x,DDR4,2666 MHz
Geil Enhance Plus 8GB DDR3-1750 CL9 kit,8 GB,2 x,DDR3,1750 MHz
G.Skill Ripjaws IV Blue 16GB DDR4-3000 CL15 quad kit,16 GB,4 x,DDR,3000 MHz
OCZ Reaper HPC 6GB DDR3-1800 CL triple kit,6 GB,3 x,DDR3,1800 MHz
Kingston HyperX Genesis 16GB DDR3-1866 CL10 quad kit,16 GB,4 x,DDR3,1866 MHz
Corsair Dominator Platinum 32GB DDR4-2666 CL15 kit,32 GB,2 x,DDR4,2666 MHz
Team Vulcan Series Red 16GB DDR3-2400 CL11 kit,8 GB,2 x,DDR3,2400 MHz
G.Skill RipjawsX 16GB DDR3-2400 CL11 quad kit,16 GB,4 x,DDR3,2400 MHz
Corsair Dominator Platinum 16GB DDR3-1866 CL10 kit,16 GB,2 x,DDR3,1866 MHz
Crucial Ballistix Tactical 4GB DDR3-1600 CL8 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Value 16GB DDR4-2400 CL15 kit,16 GB,2 x,DDR4,2400 MHz
G.Skill Ripjaws V Blue 16GB DDR4-2400 CL15 kit,16 GB,2 x,DDR4,2400 MHz
Adata XPG Z1 16GB DDR4-2666 CL16 quad kit,16 GB,4 x,DDR4,2666 MHz
Crucial Ballistix Tracer Black 6GB DDR3-1600 CL8 triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston HyperX Beast 16GB DDR3-1866 CL11 quad kit,16 GB,4 x,DDR3,1866 MHz
Corsair Vengeance LPX Red 16GB DDR4-2400 CL14 quad kit,16 GB,4 x,DDR4,2400 MHz
Corsair Dominator Platinum 64GB DDR4-3466 CL16 quad kit + Fan,64 GB,4 x,DDR4,3466 MHz
Kingston HyperX Black 16GB DDR3-1600 CL10 XMP kit,16 GB,2 x,DDR3,1600 MHz
Geil Evo One 16GB DDR3-1333 CL7 quad kit,16 GB,4 x,DDR3,1333 MHz
G.Skill Ares 16GB DDR3-1333 CL9 quad kit,16 GB,4 x,DDR3,1333 MHz
Corsair Vengeance 32GB DDR3-1600 CL10 quad kit,32 GB,4 x,DDR3,1600 MHz
G.Skill 8GB DDR3-1066 CL7 Sodimm kit (Mac),8 GB,2 x,DDR3,1066 MHz
Corsair Dominator Platinum 16GB DDR4-3200 CL14 kit,16 GB,2 x,DDR4,3200 MHz
Kingston HyperX 6GB DDR3-1600 CL9 XMP triple kit,6 GB,3 x,DDR3,1600 MHz
Kingston ValueRam 32GB DDR3-1600 ECC Registered CL11 quad kit,32 GB,4 x,DDR3,1600 MHz
G.Skill RipjawsX 16GB DDR3-2200 CL9 quad kit,16 GB,4 x,DDR3,2200 MHz
Adata XPG Xtreme 8GB DDR3-1866 CL10 kit,8 GB,2 x,DDR3,1866 MHz
Crucial 32GB DDR4-2133 CL15 ECC Registered quad kit,32 GB,4 x,DDR4,2133 MHz
Kingston HyperX Predator 16GB DDR4-3000 CL15 kit,16 GB,2 x,DDR4,3000 MHz
Geil Super Luce White/Red 16GB DDR4-3000 CL15 quad kit,16 GB,4 x,DDR4,3000 MHz
Crucial Ballistix Elite 8GB DDR3-1600 CL8 kit,8 GB,2 x,DDR3,1600 MHz
Geil Evo Veloce 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Geil Evo Two 4GB DDR3-1333 CL6 kit,4 GB,2 x,DDR3,1333 MHz
Corsair Vengeance Pro 32GB DDR3-1333 CL9 kit,32 GB,4 x,DDR3,1333 MHz
Kingston HyperX Savage Black 128GB DDR4-2666 CL15 octo kit,128 GB,8 x,DDR4,2666 MHz
Geil Black Dragon 8GB DDR3-2133 CL10 kit,8 GB,2 x,DDR3,2133 MHz
Kingston HyperX Savage 32GB DDR3-2400MHz CL11 quad kit,32 GB,4 x,DDR3,2400 MHz
G.Skill Ripjaws IVGB DDR3-1600 CL9 kit,4 GB,2 x,DDR3,1600 MHz
G.Skill Trident 6GB DDR3-2000 CL9 kit,6 GB,2 x,DDR3,2000 MHz
Team Vulcan Series Gold 16GB DDR3-1600 CL9 kit,16 GB,2 x,DDR3,1600 MHz
Crucial 64GB DDR4-2400 CL17 ECC Registered kit,64 GB,2 x,DDR4,2400 MHz
G.Skill RipjawsX 16GB DDR3-2400 CL11 kit,16 GB,2 x,DDR3,2400 MHz
